Start (ET),Visitor/Neutral,Visitor PTS,Home/Neutral,Home PTS,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,game_type,Date_Clean,Home Rest,Visitor Rest,team_i,team_j,margin_ij,rest_i,rest_j,home_i,home_j,id_i,location_i,id_j,location_j,location_game,Visitor Travel,Home Travel,travel_i,travel_j
7:30p,Memphis Grizzlies,107,Boston Celtics,120,Box Score,,19156.0,TD Garden,,Regular Season,2022-03-03,2,3,Boston Celtics,Memphis Grizzlies,13,2,3,1,0,2,"[42.35866000000004, -71.05673999999993]",15,"[35.14976000000007, -90.04924999999997]","[42.35866000000004, -71.05673999999993]",1826.0882296037028,0.0,0.0,1826.0882296037028
7:30p,Detroit Pistons,108,Toronto Raptors,106,Box Score,,19548.0,Scotiabank Arena,,Regular Season,2022-03-03,2,2,Detroit Pistons,Toronto Raptors,2,2,2,0,1,9,"[42.33168000000006, -83.04799999999994]",28,"[43.65352400000006, -79.38390699999997]","[43.65352400000006, -79.38390699999997]",564.8682979749605,0.0,564.8682979749605,0.0
10:00p,Los Angeles Lakers,111,Los Angeles Clippers,132,Box Score,,19068.0,Crypto.com Arena,,Regular Season,2022-03-03,2,2,Los Angeles Clippers,Los Angeles Lakers,21,2,2,1,0,13,"[34.053570000000036, -118.24544999999995]",14,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",0.0,2206.4530452931426,2206.4530452931426,0.0
7:00p,Chicago Bulls,124,Atlanta Hawks,130,Box Score,,17522.0,State Farm Arena,,Regular Season,2022-03-03,2,3,Atlanta Hawks,Chicago Bulls,6,2,3,1,0,1,"[33.74831000000006, -84.39110999999997]",5,"[41.884250000000065, -87.63244999999995]","[33.74831000000006, -84.39110999999997]",974.364433994676,1506.71309496229,1506.71309496229,974.364433994676
8:00p,Minnesota Timberwolves,138,Oklahoma City Thunder,101,Box Score,,15180.0,Paycom Center,,Regular Season,2022-03-04,2,3,Minnesota Timberwolves,Oklahoma City Thunder,37,3,2,0,1,18,"[46.34885576600004, -94.20079058299996]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",1240.9038261928108,810.9064634899279,1240.9038261928108,810.9064634899279
8:00p,Utah Jazz,90,New Orleans Pelicans,124,Box Score,,16178.0,Smoothie King Center,,Regular Season,2022-03-04,2,2,New Orleans Pelicans,Utah Jazz,34,2,2,1,0,19,"[29.953700000000026, -90.07774999999998]",29,"[40.76031000000006, -111.88821999999999]","[29.953700000000026, -90.07774999999998]",510.7216480520068,0.0,0.0,510.7216480520068
10:00p,New York Knicks,114,Phoenix Suns,115,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-03-04,2,2,Phoenix Suns,New York Knicks,1,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",20,"[40.71455000000003, -74.00713999999994]","[33.44825000000003, -112.07579999999996]",3344.4875861204237,0.0,0.0,3344.4875861204237
7:30p,Milwaukee Bucks,118,Chicago Bulls,112,Box Score,,21259.0,United Center,,Regular Season,2022-03-04,1,2,Milwaukee Bucks,Chicago Bulls,6,2,1,0,1,17,"[43.042230000000075, -87.90689999999995]",5,"[41.884250000000065, -87.63244999999995]","[41.884250000000065, -87.63244999999995]",130.71457592533162,948.2166629426412,130.71457592533162,948.2166629426412
7:00p,Cleveland Cavaliers,119,Philadelphia 76ers,125,Box Score,,21391.0,Wells Fargo Center,,Regular Season,2022-03-04,2,2,Philadelphia 76ers,Cleveland Cavaliers,6,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",6,"[41.50473000000005, -81.69073999999995]","[39.95222000000007, -75.16217999999998]",576.4042439844018,0.0,0.0,576.4042439844018
9:00p,Houston Rockets,101,Denver Nuggets,116,Box Score,,16254.0,Ball Arena,,Regular Season,2022-03-04,2,2,Denver Nuggets,Houston Rockets,15,2,2,1,0,8,"[39.74001000000004, -104.99201999999997]",11,"[29.760780000000068, -95.36951999999997]","[39.74001000000004, -104.99201999999997]",1413.791007322739,0.0,0.0,1413.791007322739
7:30p,Orlando Magic,103,Toronto Raptors,97,Box Score,,19081.0,Scotiabank Arena,,Regular Season,2022-03-04,1,2,Orlando Magic,Toronto Raptors,6,2,1,0,1,22,"[28.538230000000055, -81.37738999999993]",28,"[43.65352400000006, -79.38390699999997]","[43.65352400000006, -79.38390699999997]",1690.1171223398828,0.0,1690.1171223398828,0.0
7:00p,Indiana Pacers,106,Detroit Pistons,111,Box Score,,17244.0,Little Caesars Arena,,Regular Season,2022-03-04,1,2,Detroit Pistons,Indiana Pacers,5,1,2,1,0,9,"[42.33168000000006, -83.04799999999994]",12,"[39.91980696400003, -86.28179348799995]","[42.33168000000006, -83.04799999999994]",1541.1207118597845,332.24333884097877,332.24333884097877,1541.1207118597845
7:00p,Atlanta Hawks,117,Washington Wizards,114,Box Score,,15927.0,Capital One Arena,,Regular Season,2022-03-04,3,1,Atlanta Hawks,Washington Wizards,3,1,3,0,1,1,"[33.74831000000006, -84.39110999999997]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",872.158224603044,0.0,872.158224603044,0.0
8:30p,Golden State Warriors,116,Los Angeles Lakers,124,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2022-03-05,2,2,Los Angeles Lakers,Golden State Warriors,8,2,2,1,0,14,"[34.053570000000036, -118.24544999999995]",10,"[37.777120000000025, -122.41963999999996]","[34.053570000000036, -118.24544999999995]",1992.287410461503,0.0,0.0,1992.287410461503
8:00p,Portland Trail Blazers,121,Minnesota Timberwolves,135,Box Score,,17136.0,Target Center,,Regular Season,2022-03-05,1,3,Minnesota Timberwolves,Portland Trail Blazers,14,1,3,1,0,18,"[46.34885576600004, -94.20079058299996]",25,"[45.511790000000076, -122.67562999999996]","[46.34885576600004, -94.20079058299996]",2084.3731836143684,1240.9038261928108,1240.9038261928108,2084.3731836143684
7:00p,San Antonio Spurs,117,Charlotte Hornets,123,Box Score,,18941.0,Spectrum Center,,Regular Season,2022-03-05,3,2,Charlotte Hornets,San Antonio Spurs,6,3,2,1,0,4,"[35.222860000000026, -80.83795999999995]",27,"[29.42458000000005, -98.49460999999997]","[35.222860000000026, -80.83795999999995]",1776.7482213722901,702.4465525614933,702.4465525614933,1776.7482213722901
8:00p,Orlando Magic,96,Memphis Grizzlies,124,Box Score,,17794.0,FedEx Forum,,Regular Season,2022-03-05,2,1,Memphis Grizzlies,Orlando Magic,28,2,1,1,0,15,"[35.14976000000007, -90.04924999999997]",22,"[28.538230000000055, -81.37738999999993]","[35.14976000000007, -90.04924999999997]",1314.6224461180373,1826.0882296037028,1826.0882296037028,1314.6224461180373
8:00p,Philadelphia 76ers,82,Miami Heat,99,Box Score,,19704.0,FTX Arena,,Regular Season,2022-03-05,2,1,Miami Heat,Philadelphia 76ers,17,2,1,1,0,16,"[25.77481000000006, -80.19772999999998]",23,"[39.95222000000007, -75.16217999999998]","[25.77481000000006, -80.19772999999998]",1644.3303188056668,1755.1065114273936,1755.1065114273936,1644.3303188056668
5:00p,Sacramento Kings,113,Dallas Mavericks,114,Box Score,,20060.0,American Airlines Center,,Regular Season,2022-03-05,2,2,Dallas Mavericks,Sacramento Kings,1,2,2,1,0,7,"[32.77822000000003, -96.79511999999994]",26,"[38.579440000000034, -121.49084999999997]","[32.77822000000003, -96.79511999999994]",406.4808075873742,0.0,0.0,406.4808075873742
7:00p,Memphis Grizzlies,112,Houston Rockets,123,Box Score,,18055.0,Toyota Center,,Regular Season,2022-03-06,2,1,Houston Rockets,Memphis Grizzlies,11,2,1,1,0,11,"[29.760780000000068, -95.36951999999997]",15,"[35.14976000000007, -90.04924999999997]","[29.760780000000068, -95.36951999999997]",779.6171788128498,1413.791007322739,1413.791007322739,779.6171788128498
7:30p,Toronto Raptors,96,Cleveland Cavaliers,104,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-03-06,2,2,Cleveland Cavaliers,Toronto Raptors,8,2,2,1,0,6,"[41.50473000000005, -81.69073999999995]",28,"[43.65352400000006, -79.38390699999997]","[41.50473000000005, -81.69073999999995]",304.5453907653897,576.4042439844018,576.4042439844018,304.5453907653897
3:30p,Phoenix Suns,122,Milwaukee Bucks,132,Box Score,,17495.0,Fiserv Forum,,Regular Season,2022-03-06,2,2,Milwaukee Bucks,Phoenix Suns,10,2,2,1,0,17,"[43.042230000000075, -87.90689999999995]",24,"[33.44825000000003, -112.07579999999996]","[43.042230000000075, -87.90689999999995]",2353.1834491568,130.71457592533162,130.71457592533162,2353.1834491568
1:00p,Brooklyn Nets,120,Boston Celtics,126,Box Score,,19156.0,TD Garden,,Regular Season,2022-03-06,3,3,Boston Celtics,Brooklyn Nets,6,3,3,1,0,2,"[42.35866000000004, -71.05673999999993]",3,"[40.692450000000065, -73.99035999999995]","[42.35866000000004, -71.05673999999993]",306.50932245414236,0.0,0.0,306.50932245414236
6:00p,Indiana Pacers,123,Washington Wizards,133,Box Score,,13937.0,Capital One Arena,,Regular Season,2022-03-06,2,2,Washington Wizards,Indiana Pacers,10,2,2,1,0,30,"[38.890370000000075, -77.03195999999997]",12,"[39.91980696400003, -86.28179348799995]","[38.890370000000075, -77.03195999999997]",635.5873263033301,0.0,0.0,635.5873263033301
10:00p,New York Knicks,116,Los Angeles Clippers,93,Box Score,,17422.0,Crypto.com Arena,,Regular Season,2022-03-06,3,2,New York Knicks,Los Angeles Clippers,23,2,3,0,1,20,"[40.71455000000003, -74.00713999999994]",13,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",574.2769593803657,0.0,574.2769593803657,0.0
7:00p,Utah Jazz,116,Oklahoma City Thunder,103,Box Score,,15079.0,Paycom Center,,Regular Season,2022-03-06,2,2,Utah Jazz,Oklahoma City Thunder,13,2,2,0,1,29,"[40.76031000000006, -111.88821999999999]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",927.5932809598859,0.0,927.5932809598859,0.0
8:00p,New Orleans Pelicans,130,Denver Nuggets,138,Box Score,OT,14962.0,Ball Arena,,Regular Season,2022-03-06,2,2,Denver Nuggets,New Orleans Pelicans,8,2,2,1,0,8,"[39.74001000000004, -104.99201999999997]",19,"[29.953700000000026, -90.07774999999998]","[39.74001000000004, -104.99201999999997]",1738.3904097893676,0.0,0.0,1738.3904097893676
8:30p,Utah Jazz,103,Dallas Mavericks,111,Box Score,,20077.0,American Airlines Center,,Regular Season,2022-03-07,2,1,Dallas Mavericks,Utah Jazz,8,2,1,1,0,7,"[32.77822000000003, -96.79511999999994]",29,"[40.76031000000006, -111.88821999999999]","[32.77822000000003, -96.79511999999994]",306.8979117466442,0.0,0.0,306.8979117466442
10:30p,New York Knicks,131,Sacramento Kings,115,Box Score,,14720.0,Golden 1 Center,,Regular Season,2022-03-07,2,1,New York Knicks,Sacramento Kings,16,1,2,0,1,20,"[40.71455000000003, -74.00713999999994]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",581.1123084635576,2313.9557770283345,581.1123084635576,2313.9557770283345
7:00p,Atlanta Hawks,110,Detroit Pistons,113,Box Score,OT,14942.0,Little Caesars Arena,,Regular Season,2022-03-07,3,3,Detroit Pistons,Atlanta Hawks,3,3,3,1,0,9,"[42.33168000000006, -83.04799999999994]",1,"[33.74831000000006, -84.39110999999997]","[42.33168000000006, -83.04799999999994]",635.5873263033301,0.0,0.0,635.5873263033301
7:30p,Houston Rockets,106,Miami Heat,123,Box Score,,19600.0,FTX Arena,,Regular Season,2022-03-07,2,1,Miami Heat,Houston Rockets,17,2,1,1,0,16,"[25.77481000000006, -80.19772999999998]",11,"[29.760780000000068, -95.36951999999997]","[25.77481000000006, -80.19772999999998]",1555.720673011533,0.0,0.0,1555.720673011533
8:30p,Los Angeles Lakers,110,San Antonio Spurs,117,Box Score,,18354.0,AT&T Center,,Regular Season,2022-03-07,2,2,San Antonio Spurs,Los Angeles Lakers,7,2,2,1,0,27,"[29.42458000000005, -98.49460999999997]",14,"[34.053570000000036, -118.24544999999995]","[29.42458000000005, -98.49460999999997]",1933.8410975353327,1776.7482213722901,1776.7482213722901,1933.8410975353327
7:00p,Chicago Bulls,106,Philadelphia 76ers,121,Box Score,,20381.0,Wells Fargo Center,,Regular Season,2022-03-07,2,3,Philadelphia 76ers,Chicago Bulls,15,2,3,1,0,23,"[39.95222000000007, -75.16217999999998]",5,"[41.884250000000065, -87.63244999999995]","[39.95222000000007, -75.16217999999998]",1068.5679395943594,1644.3303188056668,1644.3303188056668,1068.5679395943594
9:00p,Golden State Warriors,124,Denver Nuggets,131,Box Score,,19542.0,Ball Arena,,Regular Season,2022-03-07,1,2,Denver Nuggets,Golden State Warriors,7,1,2,1,0,8,"[39.74001000000004, -104.99201999999997]",10,"[37.777120000000025, -122.41963999999996]","[39.74001000000004, -104.99201999999997]",1335.4746929042994,0.0,0.0,1335.4746929042994
8:00p,Portland Trail Blazers,81,Minnesota Timberwolves,124,Box Score,,16035.0,Target Center,,Regular Season,2022-03-07,2,2,Minnesota Timberwolves,Portland Trail Blazers,43,2,2,1,0,18,"[46.34885576600004, -94.20079058299996]",25,"[45.511790000000076, -122.67562999999996]","[46.34885576600004, -94.20079058299996]",0.0,0.0,0.0,0.0
7:00p,Brooklyn Nets,132,Charlotte Hornets,121,Box Score,,17230.0,Spectrum Center,,Regular Season,2022-03-08,3,2,Brooklyn Nets,Charlotte Hornets,11,2,3,0,1,3,"[40.692450000000065, -73.99035999999995]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",1159.6650149872178,0.0,1159.6650149872178,0.0
10:00p,Los Angeles Clippers,97,Golden State Warriors,112,Box Score,,18064.0,Chase Center,,Regular Season,2022-03-08,1,2,Golden State Warriors,Los Angeles Clippers,15,1,2,1,0,10,"[37.777120000000025, -122.41963999999996]",13,"[34.053570000000036, -118.24544999999995]","[37.777120000000025, -122.41963999999996]",559.0934334988721,1524.3228857297995,1524.3228857297995,559.0934334988721
7:00p,Phoenix Suns,102,Orlando Magic,99,Box Score,,14024.0,Amway Center,,Regular Season,2022-03-08,3,2,Phoenix Suns,Orlando Magic,3,2,3,0,1,24,"[33.44825000000003, -112.07579999999996]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1715.51710262509,1099.7666690342628,1715.51710262509,1099.7666690342628
7:30p,New Orleans Pelicans,111,Memphis Grizzlies,132,Box Score,,16433.0,FedEx Forum,,Regular Season,2022-03-08,2,2,Memphis Grizzlies,New Orleans Pelicans,21,2,2,1,0,15,"[35.14976000000007, -90.04924999999997]",19,"[29.953700000000026, -90.07774999999998]","[35.14976000000007, -90.04924999999997]",1412.274360094612,779.6171788128498,779.6171788128498,1412.274360094612
7:00p,Cleveland Cavaliers,127,Indiana Pacers,124,Box Score,,14066.0,Gainbridge Fieldhouse,,Regular Season,2022-03-08,2,2,Cleveland Cavaliers,Indiana Pacers,3,2,2,0,1,6,"[41.50473000000005, -81.69073999999995]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",425.1238869686636,802.5498520859976,425.1238869686636,802.5498520859976
8:00p,Milwaukee Bucks,142,Oklahoma City Thunder,115,Box Score,,15743.0,Paycom Center,,Regular Season,2022-03-08,2,2,Milwaukee Bucks,Oklahoma City Thunder,27,2,2,0,1,17,"[43.042230000000075, -87.90689999999995]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",1179.0450027645022,0.0,1179.0450027645022,0.0
10:00p,Denver Nuggets,106,Sacramento Kings,100,Box Score,,14697.0,Golden 1 Center,,Regular Season,2022-03-09,2,2,Denver Nuggets,Sacramento Kings,6,2,2,0,1,8,"[39.74001000000004, -104.99201999999997]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",1426.3254440614965,0.0,1426.3254440614965,0.0
8:00p,Orlando Magic,108,New Orleans Pelicans,102,Box Score,,15633.0,Smoothie King Center,,Regular Season,2022-03-09,1,1,Orlando Magic,New Orleans Pelicans,6,1,1,0,1,22,"[28.538230000000055, -81.37738999999993]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",858.4339366794502,577.7816759825455,858.4339366794502,577.7816759825455
10:30p,Washington Wizards,109,Los Angeles Clippers,115,Box Score,,15282.0,Crypto.com Arena,,Regular Season,2022-03-09,1,3,Los Angeles Clippers,Washington Wizards,6,1,3,1,0,13,"[34.053570000000036, -118.24544999999995]",30,"[38.890370000000075, -77.03195999999997]","[34.053570000000036, -118.24544999999995]",3692.676577102159,559.0934334988721,559.0934334988721,3692.676577102159
7:00p,Chicago Bulls,114,Detroit Pistons,108,Box Score,,18022.0,Little Caesars Arena,,Regular Season,2022-03-09,2,2,Chicago Bulls,Detroit Pistons,6,2,2,0,1,5,"[41.884250000000065, -87.63244999999995]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",711.0288627865052,0.0,711.0288627865052,0.0
8:30p,Toronto Raptors,119,San Antonio Spurs,104,Box Score,,15121.0,AT&T Center,,Regular Season,2022-03-09,2,3,Toronto Raptors,San Antonio Spurs,15,3,2,0,1,28,"[43.65352400000006, -79.38390699999997]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",2023.1207679366848,0.0,2023.1207679366848,0.0
7:30p,Phoenix Suns,111,Miami Heat,90,Box Score,,19600.0,FTX Arena,,Regular Season,2022-03-09,2,1,Phoenix Suns,Miami Heat,21,1,2,0,1,24,"[33.44825000000003, -112.07579999999996]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",328.6895952598936,0.0,328.6895952598936,0.0
8:30p,New York Knicks,107,Dallas Mavericks,77,Box Score,,20182.0,American Airlines Center,,Regular Season,2022-03-09,2,2,New York Knicks,Dallas Mavericks,30,2,2,0,1,20,"[40.71455000000003, -74.00713999999994]",7,"[32.77822000000003, -96.79511999999994]","[32.77822000000003, -96.79511999999994]",2313.9557770283345,0.0,2313.9557770283345,0.0
8:00p,Los Angeles Lakers,130,Houston Rockets,139,Box Score,OT,18055.0,Toyota Center,,Regular Season,2022-03-09,2,2,Houston Rockets,Los Angeles Lakers,9,2,2,1,0,11,"[29.760780000000068, -95.36951999999997]",14,"[34.053570000000036, -118.24544999999995]","[29.760780000000068, -95.36951999999997]",304.4601750604974,1555.720673011533,1555.720673011533,304.4601750604974
7:00p,Boston Celtics,115,Charlotte Hornets,101,Box Score,,18086.0,Spectrum Center,,Regular Season,2022-03-09,1,3,Boston Celtics,Charlotte Hornets,14,3,1,0,1,2,"[42.35866000000004, -71.05673999999993]",4,"[35.222860000000026, -80.83795999999995]","[35.222860000000026, -80.83795999999995]",1159.6650149872178,0.0,1159.6650149872178,0.0
8:00p,Oklahoma City Thunder,102,Minnesota Timberwolves,132,Box Score,,16191.0,Target Center,,Regular Season,2022-03-09,2,1,Minnesota Timberwolves,Oklahoma City Thunder,30,2,1,1,0,18,"[46.34885576600004, -94.20079058299996]",21,"[35.472030000000075, -97.52106999999995]","[46.34885576600004, -94.20079058299996]",1240.9038261928108,0.0,0.0,1240.9038261928108
8:00p,Atlanta Hawks,115,Milwaukee Bucks,124,Box Score,,17341.0,Fiserv Forum,,Regular Season,2022-03-09,1,2,Milwaukee Bucks,Atlanta Hawks,9,1,2,1,0,17,"[43.042230000000075, -87.90689999999995]",1,"[33.74831000000006, -84.39110999999997]","[43.042230000000075, -87.90689999999995]",404.8671614902709,1179.0450027645022,1179.0450027645022,404.8671614902709
10:00p,Portland Trail Blazers,85,Utah Jazz,123,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-03-09,2,2,Utah Jazz,Portland Trail Blazers,38,2,2,1,0,29,"[40.76031000000006, -111.88821999999999]",25,"[45.511790000000076, -122.67562999999996]","[40.76031000000006, -111.88821999999999]",1550.5135330860996,1607.3465449538755,1607.3465449538755,1550.5135330860996
7:30p,Brooklyn Nets,129,Philadelphia 76ers,100,Box Score,,21408.0,Wells Fargo Center,,Regular Season,2022-03-10,3,2,Brooklyn Nets,Philadelphia 76ers,29,2,3,0,1,3,"[40.692450000000065, -73.99035999999995]",23,"[39.95222000000007, -75.16217999999998]","[39.95222000000007, -75.16217999999998]",725.390823953961,0.0,725.390823953961,0.0
10:00p,Golden State Warriors,113,Denver Nuggets,102,Box Score,,19520.0,Ball Arena,,Regular Season,2022-03-10,1,2,Golden State Warriors,Denver Nuggets,11,2,1,0,1,10,"[37.777120000000025, -122.41963999999996]",8,"[39.74001000000004, -104.99201999999997]","[39.74001000000004, -104.99201999999997]",1524.3228857297995,1426.3254440614965,1524.3228857297995,1426.3254440614965
8:00p,New York Knicks,114,Memphis Grizzlies,118,Box Score,,17188.0,FedEx Forum,,Regular Season,2022-03-11,3,2,Memphis Grizzlies,New York Knicks,4,3,2,1,0,15,"[35.14976000000007, -90.04924999999997]",20,"[40.71455000000003, -74.00713999999994]","[35.14976000000007, -90.04924999999997]",675.5108733036503,0.0,0.0,675.5108733036503
8:30p,Utah Jazz,102,San Antonio Spurs,104,Box Score,,15753.0,AT&T Center,,Regular Season,2022-03-11,2,2,San Antonio Spurs,Utah Jazz,2,2,2,1,0,27,"[29.42458000000005, -98.49460999999997]",29,"[40.76031000000006, -111.88821999999999]","[29.42458000000005, -98.49460999999997]",1749.1296886238608,0.0,0.0,1749.1296886238608
7:30p,Detroit Pistons,103,Boston Celtics,114,Box Score,,19156.0,TD Garden,,Regular Season,2022-03-11,2,2,Boston Celtics,Detroit Pistons,11,2,2,1,0,2,"[42.35866000000004, -71.05673999999993]",9,"[42.33168000000006, -83.04799999999994]","[42.35866000000004, -71.05673999999993]",984.6788561262498,1159.6650149872178,1159.6650149872178,984.6788561262498
8:00p,Cleveland Cavaliers,105,Miami Heat,117,Box Score,,19600.0,FTX Arena,,Regular Season,2022-03-11,2,3,Miami Heat,Cleveland Cavaliers,12,2,3,1,0,16,"[25.77481000000006, -80.19772999999998]",6,"[41.50473000000005, -81.69073999999995]","[25.77481000000006, -80.19772999999998]",1671.2557925083065,0.0,0.0,1671.2557925083065
8:00p,Charlotte Hornets,142,New Orleans Pelicans,120,Box Score,,16838.0,Smoothie King Center,,Regular Season,2022-03-11,2,2,Charlotte Hornets,New Orleans Pelicans,22,2,2,0,1,4,"[35.222860000000026, -80.83795999999995]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",1044.5136175678686,0.0,1044.5136175678686,0.0
7:00p,Minnesota Timberwolves,110,Orlando Magic,118,Box Score,,14557.0,Amway Center,,Regular Season,2022-03-11,2,2,Orlando Magic,Minnesota Timberwolves,8,2,2,1,0,22,"[28.538230000000055, -81.37738999999993]",18,"[46.34885576600004, -94.20079058299996]","[28.538230000000055, -81.37738999999993]",2274.4658711880707,858.4339366794502,858.4339366794502,2274.4658711880707
10:30p,Washington Wizards,109,Los Angeles Lakers,122,Box Score,,18997.0,Crypto.com Arena,,Regular Season,2022-03-11,2,2,Los Angeles Lakers,Washington Wizards,13,2,2,1,0,14,"[34.053570000000036, -118.24544999999995]",30,"[38.890370000000075, -77.03195999999997]","[34.053570000000036, -118.24544999999995]",0.0,2206.4530452931426,2206.4530452931426,0.0
7:30p,Los Angeles Clippers,106,Atlanta Hawks,112,Box Score,,16862.0,State Farm Arena,,Regular Season,2022-03-11,2,2,Atlanta Hawks,Los Angeles Clippers,6,2,2,1,0,1,"[33.74831000000006, -84.39110999999997]",13,"[34.053570000000036, -118.24544999999995]","[33.74831000000006, -84.39110999999997]",3110.1992084916874,1077.6195193316528,1077.6195193316528,3110.1992084916874
8:00p,Dallas Mavericks,113,Houston Rockets,100,Box Score,,15060.0,Toyota Center,,Regular Season,2022-03-11,2,2,Dallas Mavericks,Houston Rockets,13,2,2,0,1,7,"[32.77822000000003, -96.79511999999994]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",361.83602461451153,0.0,361.83602461451153,0.0
9:00p,Toronto Raptors,117,Phoenix Suns,112,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-03-11,2,2,Toronto Raptors,Phoenix Suns,5,2,2,0,1,28,"[43.65352400000006, -79.38390699999997]",24,"[33.44825000000003, -112.07579999999996]","[33.44825000000003, -112.07579999999996]",1362.6562431328261,3183.688934553619,1362.6562431328261,3183.688934553619
8:30p,Milwaukee Bucks,109,Golden State Warriors,122,Box Score,,18064.0,Chase Center,,Regular Season,2022-03-12,2,3,Golden State Warriors,Milwaukee Bucks,13,2,3,1,0,10,"[37.777120000000025, -122.41963999999996]",17,"[43.042230000000075, -87.90689999999995]","[37.777120000000025, -122.41963999999996]",2958.386269539652,1524.3228857297995,1524.3228857297995,2958.386269539652
8:00p,Minnesota Timberwolves,113,Miami Heat,104,Box Score,,19600.0,FTX Arena,,Regular Season,2022-03-12,1,1,Minnesota Timberwolves,Miami Heat,9,1,1,0,1,18,"[46.34885576600004, -94.20079058299996]",16,"[25.77481000000006, -80.19772999999998]","[25.77481000000006, -80.19772999999998]",328.6895952598936,0.0,328.6895952598936,0.0
10:00p,Washington Wizards,118,Portland Trail Blazers,127,Box Score,,17524.0,Moda Center,,Regular Season,2022-03-12,3,1,Portland Trail Blazers,Washington Wizards,9,3,1,1,0,25,"[45.511790000000076, -122.67562999999996]",30,"[38.890370000000075, -77.03195999999997]","[45.511790000000076, -122.67562999999996]",1328.580375209273,1021.1117131869454,1021.1117131869454,1328.580375209273
9:00p,Sacramento Kings,125,Utah Jazz,134,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-03-12,1,3,Utah Jazz,Sacramento Kings,9,1,3,1,0,29,"[40.76031000000006, -111.88821999999999]",26,"[38.579440000000034, -121.49084999999997]","[40.76031000000006, -111.88821999999999]",856.4018467926647,1749.1296886238608,1749.1296886238608,856.4018467926647
8:00p,Cleveland Cavaliers,91,Chicago Bulls,101,Box Score,,21727.0,United Center,,Regular Season,2022-03-12,3,1,Chicago Bulls,Cleveland Cavaliers,10,3,1,1,0,5,"[41.884250000000065, -87.63244999999995]",6,"[41.50473000000005, -81.69073999999995]","[41.884250000000065, -87.63244999999995]",1916.4532821135774,381.3979281798166,381.3979281798166,1916.4532821135774
9:00p,Toronto Raptors,127,Denver Nuggets,115,Box Score,,18659.0,Ball Arena,,Regular Season,2022-03-12,2,1,Toronto Raptors,Denver Nuggets,12,1,2,0,1,28,"[43.65352400000006, -79.38390699999997]",8,"[39.74001000000004, -104.99201999999997]","[39.74001000000004, -104.99201999999997]",942.4184423227382,0.0,942.4184423227382,0.0
8:00p,Indiana Pacers,119,San Antonio Spurs,108,Box Score,,14605.0,AT&T Center,,Regular Season,2022-03-12,1,4,Indiana Pacers,San Antonio Spurs,11,4,1,0,1,12,"[39.91980696400003, -86.28179348799995]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",1612.2134323635412,0.0,1612.2134323635412,0.0
7:00p,Memphis Grizzlies,125,Oklahoma City Thunder,118,Box Score,,17482.0,Paycom Center,,Regular Season,2022-03-13,4,2,Memphis Grizzlies,Oklahoma City Thunder,7,2,4,0,1,15,"[35.14976000000007, -90.04924999999997]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",678.7627267591049,1240.9038261928108,678.7627267591049,1240.9038261928108
7:00p,Indiana Pacers,128,Atlanta Hawks,131,Box Score,,17038.0,State Farm Arena,,Regular Season,2022-03-13,2,1,Atlanta Hawks,Indiana Pacers,3,2,1,1,0,1,"[33.74831000000006, -84.39110999999997]",12,"[39.91980696400003, -86.28179348799995]","[33.74831000000006, -84.39110999999997]",1418.2722215374722,0.0,0.0,1418.2722215374722
