Start (ET),Visitor/Neutral,Visitor PTS,Home/Neutral,Home PTS,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes,game_type,Date_Clean,Home Rest,Visitor Rest,team_i,team_j,margin_ij,rest_i,rest_j,home_i,home_j,id_i,location_i,id_j,location_j,location_game,Visitor Travel,Home Travel,travel_i,travel_j
9:00p,Los Angeles Lakers,111,Phoenix Suns,140,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-03-13,2,2,Phoenix Suns,Los Angeles Lakers,29,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",14,"[34.053570000000036, -118.24544999999995]","[33.44825000000003, -112.07579999999996]",574.2769593803657,0.0,0.0,574.2769593803657
3:00p,Los Angeles Clippers,106,Detroit Pistons,102,Box Score,,19313.0,Little Caesars Arena,,Regular Season,2022-03-13,2,2,Los Angeles Clippers,Detroit Pistons,4,2,2,0,1,13,"[34.053570000000036, -118.24544999999995]",9,"[42.33168000000006, -83.04799999999994]","[42.33168000000006, -83.04799999999994]",961.6094197945654,984.6788561262498,961.6094197945654,984.6788561262498
1:00p,New York Knicks,107,Brooklyn Nets,110,Box Score,,18057.0,Barclays Center,,Regular Season,2022-03-13,3,2,Brooklyn Nets,New York Knicks,3,3,2,1,0,3,"[40.692450000000065, -73.99035999999995]",20,"[40.71455000000003, -74.00713999999994]","[40.692450000000065, -73.99035999999995]",1534.5401240691538,129.00926936333508,129.00926936333508,1534.5401240691538
6:00p,Philadelphia 76ers,116,Orlando Magic,114,Box Score,OT,14444.0,Amway Center,,Regular Season,2022-03-13,2,3,Philadelphia 76ers,Orlando Magic,2,3,2,0,1,23,"[39.95222000000007, -75.16217999999998]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1390.8613652851168,0.0,1390.8613652851168,0.0
3:30p,Dallas Mavericks,95,Boston Celtics,92,Box Score,,19156.0,TD Garden,,Regular Season,2022-03-13,2,2,Dallas Mavericks,Boston Celtics,3,2,2,0,1,7,"[32.77822000000003, -96.79511999999994]",2,"[42.35866000000004, -71.05673999999993]","[42.35866000000004, -71.05673999999993]",2581.377281823918,0.0,2581.377281823918,0.0
7:00p,Houston Rockets,105,New Orleans Pelicans,130,Box Score,,15683.0,Smoothie King Center,,Regular Season,2022-03-13,2,2,New Orleans Pelicans,Houston Rockets,25,2,2,1,0,19,"[29.953700000000026, -90.07774999999998]",11,"[29.760780000000068, -95.36951999999997]","[29.953700000000026, -90.07774999999998]",510.7216480520068,0.0,0.0,510.7216480520068
7:30p,Denver Nuggets,114,Philadelphia 76ers,110,Box Score,,21444.0,Wells Fargo Center,,Regular Season,2022-03-14,1,2,Denver Nuggets,Philadelphia 76ers,4,2,1,0,1,8,"[39.74001000000004, -104.99201999999997]",23,"[39.95222000000007, -75.16217999999998]","[39.95222000000007, -75.16217999999998]",2534.7544458328357,1390.8613652851168,2534.7544458328357,1390.8613652851168
7:30p,Portland Trail Blazers,113,Atlanta Hawks,122,Box Score,,16432.0,State Farm Arena,,Regular Season,2022-03-14,1,2,Atlanta Hawks,Portland Trail Blazers,9,1,2,1,0,1,"[33.74831000000006, -84.39110999999997]",25,"[45.511790000000076, -122.67562999999996]","[33.74831000000006, -84.39110999999997]",3489.820178898149,0.0,0.0,3489.820178898149
10:00p,Milwaukee Bucks,117,Utah Jazz,111,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-03-14,2,2,Milwaukee Bucks,Utah Jazz,6,2,2,0,1,17,"[43.042230000000075, -87.90689999999995]",29,"[40.76031000000006, -111.88821999999999]","[40.76031000000006, -111.88821999999999]",964.6126685465906,0.0,964.6126685465906,0.0
8:00p,Charlotte Hornets,134,Oklahoma City Thunder,116,Box Score,,15810.0,Paycom Center,,Regular Season,2022-03-14,1,3,Charlotte Hornets,Oklahoma City Thunder,18,3,1,0,1,4,"[35.222860000000026, -80.83795999999995]",21,"[35.472030000000075, -97.52106999999995]","[35.472030000000075, -97.52106999999995]",927.5932809598859,0.0,927.5932809598859,0.0
7:00p,Los Angeles Clippers,111,Cleveland Cavaliers,120,Box Score,OT,18742.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-03-14,2,1,Cleveland Cavaliers,Los Angeles Clippers,9,2,1,1,0,6,"[41.50473000000005, -81.69073999999995]",13,"[34.053570000000036, -118.24544999999995]","[41.50473000000005, -81.69073999999995]",145.13965380908286,495.03827875512326,495.03827875512326,145.13965380908286
10:00p,Chicago Bulls,103,Sacramento Kings,112,Box Score,,15943.0,Golden 1 Center,,Regular Season,2022-03-14,2,2,Sacramento Kings,Chicago Bulls,9,2,2,1,0,26,"[38.579440000000034, -121.49084999999997]",5,"[41.884250000000065, -87.63244999999995]","[38.579440000000034, -121.49084999999997]",2878.765563402501,856.4018467926647,856.4018467926647,2878.765563402501
8:30p,Minnesota Timberwolves,149,San Antonio Spurs,139,Box Score,,14143.0,AT&T Center,,Regular Season,2022-03-14,2,2,Minnesota Timberwolves,San Antonio Spurs,10,2,2,0,1,18,"[46.34885576600004, -94.20079058299996]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",1845.9547211434367,0.0,1845.9547211434367,0.0
10:00p,Washington Wizards,112,Golden State Warriors,126,Box Score,,18064.0,Chase Center,,Regular Season,2022-03-14,2,2,Golden State Warriors,Washington Wizards,14,2,2,1,0,10,"[37.777120000000025, -122.41963999999996]",30,"[38.890370000000075, -77.03195999999997]","[37.777120000000025, -122.41963999999996]",860.3177190315666,0.0,0.0,860.3177190315666
10:30p,Toronto Raptors,114,Los Angeles Lakers,103,Box Score,,18228.0,Crypto.com Arena,,Regular Season,2022-03-14,1,2,Toronto Raptors,Los Angeles Lakers,11,2,1,0,1,28,"[43.65352400000006, -79.38390699999997]",14,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",1335.4746929042994,574.2769593803657,1335.4746929042994,574.2769593803657
7:30p,Detroit Pistons,98,Miami Heat,105,Box Score,,19600.0,FTX Arena,,Regular Season,2022-03-15,3,2,Miami Heat,Detroit Pistons,7,3,2,1,0,16,"[25.77481000000006, -80.19772999999998]",9,"[42.33168000000006, -83.04799999999994]","[25.77481000000006, -80.19772999999998]",1859.3635274843177,0.0,0.0,1859.3635274843177
8:00p,Phoenix Suns,131,New Orleans Pelicans,115,Box Score,,16789.0,Smoothie King Center,,Regular Season,2022-03-15,2,2,Phoenix Suns,New Orleans Pelicans,16,2,2,0,1,24,"[33.44825000000003, -112.07579999999996]",19,"[29.953700000000026, -90.07774999999998]","[29.953700000000026, -90.07774999999998]",2112.900679901932,0.0,2112.900679901932,0.0
7:00p,Brooklyn Nets,150,Orlando Magic,108,Box Score,,15282.0,Amway Center,,Regular Season,2022-03-15,2,2,Brooklyn Nets,Orlando Magic,42,2,2,0,1,3,"[40.692450000000065, -73.99035999999995]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",1509.6739270937746,0.0,1509.6739270937746,0.0
7:00p,Memphis Grizzlies,135,Indiana Pacers,102,Box Score,,15027.0,Gainbridge Fieldhouse,,Regular Season,2022-03-15,2,2,Memphis Grizzlies,Indiana Pacers,33,2,2,0,1,15,"[35.14976000000007, -90.04924999999997]",12,"[39.91980696400003, -86.28179348799995]","[39.91980696400003, -86.28179348799995]",1104.513363723626,706.5149197629706,1104.513363723626,706.5149197629706
7:00p,Philadelphia 76ers,118,Cleveland Cavaliers,114,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-03-16,2,2,Philadelphia 76ers,Cleveland Cavaliers,4,2,2,0,1,23,"[39.95222000000007, -75.16217999999998]",6,"[41.50473000000005, -81.69073999999995]","[41.50473000000005, -81.69073999999995]",576.4042439844018,0.0,576.4042439844018,0.0
8:00p,Phoenix Suns,129,Houston Rockets,112,Box Score,,18055.0,Toyota Center,,Regular Season,2022-03-16,3,1,Phoenix Suns,Houston Rockets,17,1,3,0,1,24,"[33.44825000000003, -112.07579999999996]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",510.7216480520068,510.7216480520068,510.7216480520068,510.7216480520068
7:00p,Denver Nuggets,127,Washington Wizards,109,Box Score,,15326.0,Capital One Arena,,Regular Season,2022-03-16,2,2,Denver Nuggets,Washington Wizards,18,2,2,0,1,8,"[39.74001000000004, -104.99201999999997]",30,"[38.890370000000075, -77.03195999999997]","[38.890370000000075, -77.03195999999997]",199.33262408199963,3919.3289244299167,199.33262408199963,3919.3289244299167
9:00p,Chicago Bulls,110,Utah Jazz,125,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-03-16,2,2,Utah Jazz,Chicago Bulls,15,2,2,1,0,29,"[40.76031000000006, -111.88821999999999]",5,"[41.884250000000065, -87.63244999999995]","[40.76031000000006, -111.88821999999999]",856.4018467926647,0.0,0.0,856.4018467926647
10:00p,Milwaukee Bucks,135,Sacramento Kings,126,Box Score,,15864.0,Golden 1 Center,,Regular Season,2022-03-16,2,2,Milwaukee Bucks,Sacramento Kings,9,2,2,0,1,17,"[43.042230000000075, -87.90689999999995]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",856.4018467926647,0.0,856.4018467926647,0.0
8:30p,Oklahoma City Thunder,120,San Antonio Spurs,122,Box Score,,14994.0,AT&T Center,,Regular Season,2022-03-16,2,2,San Antonio Spurs,Oklahoma City Thunder,2,2,2,1,0,27,"[29.42458000000005, -98.49460999999997]",21,"[35.472030000000075, -97.52106999999995]","[29.42458000000005, -98.49460999999997]",678.6097911322723,0.0,0.0,678.6097911322723
7:00p,Atlanta Hawks,106,Charlotte Hornets,116,Box Score,,16648.0,Spectrum Center,,Regular Season,2022-03-16,2,2,Charlotte Hornets,Atlanta Hawks,10,2,2,1,0,4,"[35.222860000000026, -80.83795999999995]",1,"[33.74831000000006, -84.39110999999997]","[35.222860000000026, -80.83795999999995]",364.5744098051654,1511.5624357078304,1511.5624357078304,364.5744098051654
7:30p,Dallas Mavericks,113,Brooklyn Nets,111,Box Score,,17981.0,Barclays Center,,Regular Season,2022-03-16,1,3,Dallas Mavericks,Brooklyn Nets,2,3,1,0,1,7,"[32.77822000000003, -96.79511999999994]",3,"[40.692450000000065, -73.99035999999995]","[40.692450000000065, -73.99035999999995]",306.50932245414236,1509.6739270937746,306.50932245414236,1509.6739270937746
10:30p,Toronto Raptors,103,Los Angeles Clippers,100,Box Score,,19068.0,Crypto.com Arena,,Regular Season,2022-03-16,2,2,Toronto Raptors,Los Angeles Clippers,3,2,2,0,1,28,"[43.65352400000006, -79.38390699999997]",13,"[34.053570000000036, -118.24544999999995]","[34.053570000000036, -118.24544999999995]",0.0,3291.289533060797,0.0,3291.289533060797
8:00p,Los Angeles Lakers,104,Minnesota Timberwolves,124,Box Score,,17136.0,Target Center,,Regular Season,2022-03-16,2,2,Minnesota Timberwolves,Los Angeles Lakers,20,2,2,1,0,18,"[46.34885576600004, -94.20079058299996]",14,"[34.053570000000036, -118.24544999999995]","[46.34885576600004, -94.20079058299996]",2441.9504242349735,1918.4802479107177,1918.4802479107177,2441.9504242349735
7:30p,Portland Trail Blazers,98,New York Knicks,128,Box Score,,18213.0,Madison Square Garden (IV),,Regular Season,2022-03-16,3,2,New York Knicks,Portland Trail Blazers,30,3,2,1,0,20,"[40.71455000000003, -74.00713999999994]",25,"[45.511790000000076, -122.67562999999996]","[40.71455000000003, -74.00713999999994]",1200.618875847023,2.8354257149281104,2.8354257149281104,1200.618875847023
10:00p,Boston Celtics,110,Golden State Warriors,88,Box Score,,18064.0,Chase Center,,Regular Season,2022-03-16,2,3,Boston Celtics,Golden State Warriors,22,3,2,0,1,2,"[42.35866000000004, -71.05673999999993]",10,"[37.777120000000025, -122.41963999999996]","[37.777120000000025, -122.41963999999996]",4333.791265459915,0.0,4333.791265459915,0.0
7:00p,Detroit Pistons,134,Orlando Magic,120,Box Score,,14369.0,Amway Center,,Regular Season,2022-03-17,2,2,Detroit Pistons,Orlando Magic,14,2,2,0,1,9,"[42.33168000000006, -83.04799999999994]",22,"[28.538230000000055, -81.37738999999993]","[28.538230000000055, -81.37738999999993]",328.6895952598936,0.0,328.6895952598936,0.0
7:00p,Dallas Mavericks,101,Philadelphia 76ers,111,Box Score,,21428.0,Wells Fargo Center,,Regular Season,2022-03-18,2,2,Philadelphia 76ers,Dallas Mavericks,10,2,2,1,0,23,"[39.95222000000007, -75.16217999999998]",7,"[32.77822000000003, -96.79511999999994]","[39.95222000000007, -75.16217999999998]",129.00926936333508,576.4042439844018,576.4042439844018,129.00926936333508
9:00p,Los Angeles Clippers,92,Utah Jazz,121,Box Score,,18306.0,Vivint Smart Home Arena,,Regular Season,2022-03-18,2,2,Utah Jazz,Los Angeles Clippers,29,2,2,1,0,29,"[40.76031000000006, -111.88821999999999]",13,"[34.053570000000036, -118.24544999999995]","[40.76031000000006, -111.88821999999999]",932.918109028817,0.0,0.0,932.918109028817
8:30p,New Orleans Pelicans,124,San Antonio Spurs,91,Box Score,,18354.0,AT&T Center,,Regular Season,2022-03-18,2,3,New Orleans Pelicans,San Antonio Spurs,33,3,2,0,1,19,"[29.953700000000026, -90.07774999999998]",27,"[29.42458000000005, -98.49460999999997]","[29.42458000000005, -98.49460999999997]",814.9917972707707,0.0,814.9917972707707,0.0
8:00p,Indiana Pacers,121,Houston Rockets,118,Box Score,,13748.0,Toyota Center,,Regular Season,2022-03-18,2,3,Indiana Pacers,Houston Rockets,3,3,2,0,1,12,"[39.91980696400003, -86.28179348799995]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",1399.65237676575,0.0,1399.65237676575,0.0
8:00p,Oklahoma City Thunder,108,Miami Heat,120,Box Score,,19600.0,FTX Arena,,Regular Season,2022-03-18,3,2,Miami Heat,Oklahoma City Thunder,12,3,2,1,0,16,"[25.77481000000006, -80.19772999999998]",21,"[35.472030000000075, -97.52106999999995]","[25.77481000000006, -80.19772999999998]",1845.9547211434367,0.0,0.0,1845.9547211434367
10:00p,Chicago Bulls,102,Phoenix Suns,129,Box Score,,17071.0,Phoenix Suns Arena,,Regular Season,2022-03-18,2,2,Phoenix Suns,Chicago Bulls,27,2,2,1,0,24,"[33.44825000000003, -112.07579999999996]",5,"[41.884250000000065, -87.63244999999995]","[33.44825000000003, -112.07579999999996]",813.2335031108889,1632.3403705115982,1632.3403705115982,813.2335031108889
7:30p,Washington Wizards,97,New York Knicks,100,Box Score,,19812.0,Madison Square Garden (IV),,Regular Season,2022-03-18,2,2,New York Knicks,Washington Wizards,3,2,2,1,0,20,"[40.71455000000003, -74.00713999999994]",30,"[38.890370000000075, -77.03195999999997]","[40.71455000000003, -74.00713999999994]",328.4662578301536,0.0,0.0,328.4662578301536
7:30p,Denver Nuggets,116,Cleveland Cavaliers,119,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-03-18,2,2,Cleveland Cavaliers,Denver Nuggets,3,2,2,1,0,6,"[41.50473000000005, -81.69073999999995]",8,"[39.74001000000004, -104.99201999999997]","[41.50473000000005, -81.69073999999995]",490.871024468841,0.0,0.0,490.871024468841
7:30p,Portland Trail Blazers,123,Brooklyn Nets,128,Box Score,,17732.0,Barclays Center,,Regular Season,2022-03-18,2,2,Brooklyn Nets,Portland Trail Blazers,5,2,2,1,0,3,"[40.692450000000065, -73.99035999999995]",25,"[45.511790000000076, -122.67562999999996]","[40.692450000000065, -73.99035999999995]",2.8354257149281104,0.0,0.0,2.8354257149281104
7:30p,Memphis Grizzlies,105,Atlanta Hawks,120,Box Score,,18062.0,State Farm Arena,,Regular Season,2022-03-18,2,3,Atlanta Hawks,Memphis Grizzlies,15,2,3,1,0,1,"[33.74831000000006, -84.39110999999997]",15,"[35.14976000000007, -90.04924999999997]","[33.74831000000006, -84.39110999999997]",706.5149197629706,364.5744098051654,364.5744098051654,706.5149197629706
10:00p,Boston Celtics,126,Sacramento Kings,97,Box Score,,15313.0,Golden 1 Center,,Regular Season,2022-03-18,2,2,Boston Celtics,Sacramento Kings,29,2,2,0,1,2,"[42.35866000000004, -71.05673999999993]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",120.62236217060726,0.0,120.62236217060726,0.0
7:30p,Los Angeles Lakers,128,Toronto Raptors,123,Box Score,OT,19800.0,Scotiabank Arena,,Regular Season,2022-03-18,2,2,Los Angeles Lakers,Toronto Raptors,5,2,2,0,1,14,"[34.053570000000036, -118.24544999999995]",28,"[43.65352400000006, -79.38390699999997]","[43.65352400000006, -79.38390699999997]",1200.919509805123,3494.391206275228,1200.919509805123,3494.391206275228
5:00p,Milwaukee Bucks,119,Minnesota Timberwolves,138,Box Score,,17136.0,Target Center,,Regular Season,2022-03-19,3,3,Minnesota Timberwolves,Milwaukee Bucks,19,3,3,1,0,18,"[46.34885576600004, -94.20079058299996]",17,"[43.042230000000075, -87.90689999999995]","[46.34885576600004, -94.20079058299996]",2384.7368344970164,0.0,0.0,2384.7368344970164
8:00p,Detroit Pistons,109,Cleveland Cavaliers,113,Box Score,,19432.0,Rocket Mortgage Fieldhouse,,Regular Season,2022-03-19,1,2,Cleveland Cavaliers,Detroit Pistons,4,1,2,1,0,6,"[41.50473000000005, -81.69073999999995]",9,"[42.33168000000006, -83.04799999999994]","[41.50473000000005, -81.69073999999995]",1442.0883530923409,0.0,0.0,1442.0883530923409
8:00p,Los Angeles Lakers,119,Washington Wizards,127,Box Score,,20476.0,Capital One Arena,,Regular Season,2022-03-19,1,1,Washington Wizards,Los Angeles Lakers,8,1,1,1,0,30,"[38.890370000000075, -77.03195999999997]",14,"[34.053570000000036, -118.24544999999995]","[38.890370000000075, -77.03195999999997]",564.8682979749605,328.4662578301536,328.4662578301536,564.8682979749605
7:00p,Dallas Mavericks,108,Charlotte Hornets,129,Box Score,,19279.0,Spectrum Center,,Regular Season,2022-03-19,3,1,Charlotte Hornets,Dallas Mavericks,21,3,1,1,0,4,"[35.222860000000026, -80.83795999999995]",7,"[32.77822000000003, -96.79511999999994]","[35.222860000000026, -80.83795999999995]",725.390823953961,0.0,0.0,725.390823953961
8:00p,Boston Celtics,124,Denver Nuggets,104,Box Score,,19602.0,Ball Arena,,Regular Season,2022-03-20,2,2,Boston Celtics,Denver Nuggets,20,2,2,0,1,2,"[42.35866000000004, -71.05673999999993]",8,"[39.74001000000004, -104.99201999999997]","[39.74001000000004, -104.99201999999997]",1426.3254440614965,1970.3520788056549,1426.3254440614965,1970.3520788056549
7:30p,Utah Jazz,108,New York Knicks,93,Box Score,,19812.0,Madison Square Garden (IV),,Regular Season,2022-03-20,2,2,Utah Jazz,New York Knicks,15,2,2,0,1,29,"[40.76031000000006, -111.88821999999999]",20,"[40.71455000000003, -74.00713999999994]","[40.71455000000003, -74.00713999999994]",3166.2819341208638,0.0,3166.2819341208638,0.0
8:30p,Toronto Raptors,93,Philadelphia 76ers,88,Box Score,,21180.0,Wells Fargo Center,,Regular Season,2022-03-20,2,2,Toronto Raptors,Philadelphia 76ers,5,2,2,0,1,28,"[43.65352400000006, -79.38390699999997]",23,"[39.95222000000007, -75.16217999999998]","[39.95222000000007, -75.16217999999998]",540.0675509892318,0.0,540.0675509892318,0.0
3:30p,Memphis Grizzlies,122,Houston Rockets,98,Box Score,,18055.0,Toyota Center,,Regular Season,2022-03-20,2,2,Memphis Grizzlies,Houston Rockets,24,2,2,0,1,15,"[35.14976000000007, -90.04924999999997]",11,"[29.760780000000068, -95.36951999999997]","[29.760780000000068, -95.36951999999997]",1127.9244944927611,0.0,1127.9244944927611,0.0
8:30p,San Antonio Spurs,110,Golden State Warriors,108,Box Score,,18064.0,Chase Center,,Regular Season,2022-03-20,4,2,San Antonio Spurs,Golden State Warriors,2,2,4,0,1,27,"[29.42458000000005, -98.49460999999997]",10,"[37.777120000000025, -122.41963999999996]","[37.777120000000025, -122.41963999999996]",2393.775172177661,0.0,2393.775172177661,0.0
3:30p,Portland Trail Blazers,98,Indiana Pacers,129,Box Score,,16067.0,Gainbridge Fieldhouse,,Regular Season,2022-03-20,2,2,Indiana Pacers,Portland Trail Blazers,31,2,2,1,0,12,"[39.91980696400003, -86.28179348799995]",25,"[45.511790000000076, -122.67562999999996]","[39.91980696400003, -86.28179348799995]",1044.9531100479664,1399.65237676575,1399.65237676575,1044.9531100479664
6:00p,Phoenix Suns,127,Sacramento Kings,124,Box Score,OT,17583.0,Golden 1 Center,,Regular Season,2022-03-20,2,2,Phoenix Suns,Sacramento Kings,3,2,2,0,1,24,"[33.44825000000003, -112.07579999999996]",26,"[38.579440000000034, -121.49084999999997]","[38.579440000000034, -121.49084999999997]",1020.2155979103459,0.0,1020.2155979103459,0.0
